CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
100005559,Existing Customer,50,M,3,Graduate,Married,Less than $40K,Blue,27,5,5,4,31025.95,1377.09,29648.86,2.81,14668,128,1.17,0.04
100005560,Existing Customer,40,M,2,High School,Single,Unknown,Blue,49,6,4,3,34138.16,2179.18,31958.98,2.9,2980,89,1.84,0.06
100005561,Attrited Customer,37,F,1,Uneducated,Divorced,$120K +,Blue,43,6,3,2,5424.21,1748.65,3675.56,1.96,568,118,2.95,0.32
100005562,Existing Customer,34,F,5,Doctorate,Married,Unknown,Blue,40,6,4,0,21407.16,850.32,20556.84,1.95,15876,71,0.78,0.04
100005563,Existing Customer,56,M,2,Graduate,Married,Unknown,Blue,54,2,2,1,15638.73,2430.41,13208.32,1.82,17637,105,1.74,0.16
100005564,Attrited Customer,39,M,4,Post-Graduate,Single,$60K - $80K,Blue,51,1,2,3,6329.51,1727.03,4602.48,0.44,12075,109,1.72,0.27
100005565,Existing Customer,54,M,1,Post-Graduate,Married,$40K - $60K,Blue,26,4,4,0,28468.46,345.67,28122.79,2.34,15336,70,0.6,0.01
100005566,Existing Customer,68,F,3,College,Single,Unknown,Blue,22,1,3,5,27594.49,1736.45,25858.04,2.65,3774,76,0.27,0.06
100005567,Existing Customer,63,M,0,Doctorate,Married,$80K - $120K,Blue,20,1,3,1,33798.05,2264.51,31533.54,1.76,15945,118,2.89,0.07
100005568,Existing Customer,67,M,4,Uneducated,Divorced,Unknown,Blue,27,4,1,3,3908.15,1182.48,2725.67,0.74,2631,55,2.89,0.3
100005569,Attrited Customer,33,M,1,Doctorate,Divorced,Less than $40K,Blue,36,4,4,3,9121.75,1823.58,7298.17,2.47,5862,91,1.24,0.2
100005570,Attrited Customer,28,F,0,College,Divorced,$60K - $80K,Blue,43,2,2,5,29137.57,376.97,28760.6,2.71,10283,86,0.77,0.01
100005571,Existing Customer,27,F,1,Doctorate,Divorced,$80K - $120K,Blue,56,6,4,3,14444.5,276.49,14168.01,2.46,11722,128,2.45,0.02
100005572,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,21,5,4,2,17181.77,1570.05,15611.72,0.79,7306,21,0.63,0.09
100005573,Existing Customer,44,F,4,College,Single,Unknown,Blue,21,6,0,2,21791.86,1000.84,20791.02,0.81,2357,140,2.59,0.05
100005574,Existing Customer,55,F,1,Graduate,Single,$120K +,Blue,41,6,1,1,14887.45,1148.41,13739.04,1.48,4192,25,1.43,0.08
100005575,Existing Customer,66,F,3,College,Single,$40K - $60K,Blue,31,1,3,1,2203.5,768.55,1434.95,0.64,13622,29,0.5,0.35
100005576,Existing Customer,41,M,1,High School,Single,$120K +,Blue,52,6,6,0,21535.49,1139.03,20396.46,2.12,980,108,2.93,0.05
100005577,Attrited Customer,56,M,4,Graduate,Divorced,$80K - $120K,Blue,45,4,0,4,8781.66,247.6,8534.06,2.18,3704,39,0.34,0.03
100005578,Attrited Customer,53,F,1,Graduate,Married,$60K - $80K,Blue,12,1,1,0,33941.62,269.96,33671.66,2.96,8586,89,1.26,0.01
100005579,Existing Customer,29,F,0,High School,Married,$40K - $60K,Blue,43,6,0,5,24471.07,1110.41,23360.66,1.26,15730,49,1.91,0.05
100005580,Existing Customer,35,F,0,High School,Divorced,$80K - $120K,Blue,51,2,1,4,29582.24,1132.8,28449.44,2.23,14374,35,0.75,0.04
100005581,Existing Customer,70,M,5,Uneducated,Divorced,$60K - $80K,Blue,42,2,6,3,33449.65,2178.54,31271.11,1.59,4619,57,1.97,0.07
100005582,Existing Customer,43,F,2,High School,Single,$80K - $120K,Blue,59,2,6,3,3153.09,825.93,2327.16,0.65,12561,71,1.64,0.26
100005583,Existing Customer,72,F,5,College,Single,$120K +,Gold,22,5,1,0,6055.55,1692.15,4363.4,2.75,18214,38,1.76,0.28
100005584,Existing Customer,57,M,2,High School,Married,$80K - $120K,Gold,52,3,5,6,28472.79,757.79,27715.0,0.37,7697,71,1.18,0.03
100005585,Existing Customer,55,F,3,High School,Married,$40K - $60K,Blue,30,3,4,6,31082.92,769.69,30313.23,0.32,12859,99,2.75,0.02
100005586,Existing Customer,61,F,0,Graduate,Single,$80K - $120K,Blue,18,6,1,2,1165.88,1772.11,-606.23,0.94,13217,35,2.43,1.52
100005587,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,40,3,6,2,33137.64,1405.06,31732.58,3.0,5335,125,1.35,0.04
100005588,Attrited Customer,61,F,1,Doctorate,Divorced,$120K +,Blue,53,5,2,1,16448.86,932.32,15516.54,0.26,10952,27,2.12,0.06
100005589,Existing Customer,54,F,3,High School,Single,$80K - $120K,Blue,49,5,6,1,16729.31,1208.28,15521.03,1.38,10691,142,1.01,0.07
100005590,Existing Customer,41,F,4,Uneducated,Divorced,$60K - $80K,Blue,47,1,2,0,30877.25,2111.08,28766.17,1.65,19689,14,2.72,0.07
100005591,Existing Customer,53,F,2,Graduate,Single,$120K +,Platinum,44,1,2,2,10844.11,1864.76,8979.35,1.08,18506,144,1.71,0.17
100005592,Existing Customer,46,M,5,College,Married,Unknown,Blue,47,2,2,3,20838.7,2336.61,18502.09,2.18,5648,18,1.74,0.11
100005593,Attrited Customer,72,M,2,Doctorate,Divorced,$60K - $80K,Blue,37,5,6,5,12362.44,2192.18,10170.26,1.24,9368,68,0.23,0.18
100005594,Existing Customer,27,M,5,College,Married,$40K - $60K,Blue,40,6,0,3,4860.85,1673.85,3187.0,2.05,19277,45,1.99,0.34
100005595,Existing Customer,71,F,5,High School,Divorced,Unknown,Blue,40,3,3,2,13191.67,475.11,12716.56,1.16,3147,107,0.28,0.04
100005596,Existing Customer,60,M,0,High School,Divorced,Unknown,Blue,46,3,3,0,6883.1,904.85,5978.25,0.62,10864,133,2.12,0.13
100005597,Existing Customer,53,M,3,Uneducated,Married,Unknown,Blue,14,1,6,1,18713.3,1386.56,17326.74,1.77,7195,117,1.48,0.07
100005598,Existing Customer,61,F,5,High School,Married,Less than $40K,Blue,57,2,5,6,19013.0,84.59,18928.41,1.75,9898,22,1.65,0.0
100005599,Existing Customer,56,M,0,Doctorate,Single,$80K - $120K,Blue,16,2,1,0,15868.45,1703.17,14165.28,0.94,14446,28,2.83,0.11
100005600,Existing Customer,58,F,0,Post-Graduate,Divorced,$120K +,Blue,44,6,3,2,6909.65,2450.11,4459.54,1.21,17389,147,2.78,0.35
100005601,Existing Customer,48,F,5,Post-Graduate,Single,$80K - $120K,Blue,22,4,0,0,5036.89,2068.82,2968.07,1.42,16864,45,0.35,0.41
100005602,Existing Customer,66,F,3,High School,Divorced,$80K - $120K,Blue,17,5,6,2,4557.01,1719.7,2837.31,1.77,7310,13,2.86,0.38
100005603,Existing Customer,42,M,1,Doctorate,Single,$120K +,Blue,13,3,2,6,4813.6,1694.73,3118.87,2.0,19390,110,0.45,0.35
100005604,Existing Customer,71,M,2,Post-Graduate,Married,Unknown,Blue,24,6,2,0,11025.86,2242.59,8783.27,0.55,17900,83,1.05,0.2
100005605,Existing Customer,26,F,0,College,Married,Unknown,Blue,12,3,2,6,1063.39,775.81,287.58,0.61,2254,54,1.79,0.73
100005606,Attrited Customer,67,M,2,Doctorate,Single,Less than $40K,Blue,38,1,3,4,3116.71,1116.63,2000.08,1.23,3690,40,2.17,0.36
100005607,Attrited Customer,48,F,3,Doctorate,Married,Less than $40K,Blue,51,1,6,3,16995.11,1650.93,15344.18,1.36,9993,51,2.5,0.1
100005608,Existing Customer,52,M,1,High School,Single,$40K - $60K,Blue,53,5,6,4,7211.48,1431.7,5779.78,1.13,18740,96,1.65,0.2
100005609,Existing Customer,50,M,4,College,Divorced,$120K +,Blue,26,6,3,2,9954.88,2110.26,7844.62,2.01,1230,129,1.1,0.21
100005610,Existing Customer,57,M,1,College,Divorced,$120K +,Blue,46,6,4,3,13012.97,915.68,12097.29,2.9,13300,84,1.71,0.07
100005611,Existing Customer,44,M,3,Post-Graduate,Married,$60K - $80K,Blue,41,1,4,4,2348.15,1040.7,1307.45,1.89,8194,22,0.45,0.44
100005612,Existing Customer,49,M,1,Uneducated,Married,$60K - $80K,Blue,17,6,3,5,8480.74,623.1,7857.64,0.69,13465,62,0.52,0.07
100005613,Existing Customer,28,F,4,College,Married,$60K - $80K,Blue,45,1,5,0,27407.38,1596.45,25810.93,1.12,9226,121,1.99,0.06
100005614,Existing Customer,37,M,0,Post-Graduate,Divorced,Less than $40K,Blue,32,3,5,0,12590.5,975.76,11614.74,1.73,17830,52,1.21,0.08
100005615,Existing Customer,60,M,1,Uneducated,Single,$40K - $60K,Blue,43,5,5,3,7329.43,1371.51,5957.92,1.08,4165,33,0.33,0.19
100005616,Attrited Customer,40,M,5,Doctorate,Married,$40K - $60K,Blue,31,3,2,2,7723.31,151.45,7571.86,1.49,1090,117,1.84,0.02
100005617,Existing Customer,42,M,5,Post-Graduate,Single,Unknown,Blue,46,3,3,5,34480.92,1760.97,32719.95,1.82,7561,147,2.86,0.05
100005618,Existing Customer,57,M,3,Post-Graduate,Married,$80K - $120K,Blue,20,1,0,4,6047.48,1331.5,4715.98,2.18,18741,68,1.21,0.22
100005619,Existing Customer,32,F,1,High School,Married,$40K - $60K,Blue,48,3,4,2,31784.22,1855.57,29928.65,0.86,18792,102,1.72,0.06
100005620,Existing Customer,44,F,4,Doctorate,Married,$60K - $80K,Blue,17,5,2,6,3738.52,625.06,3113.46,1.52,5712,50,2.89,0.17
100005621,Attrited Customer,32,F,3,Doctorate,Single,$120K +,Blue,21,1,6,0,30730.63,2138.7,28591.93,1.34,621,135,0.89,0.07
100005622,Existing Customer,30,M,1,Graduate,Single,$80K - $120K,Blue,20,5,4,1,18235.15,2176.92,16058.23,0.47,15400,44,2.47,0.12
100005623,Existing Customer,65,M,3,Uneducated,Single,Unknown,Blue,44,2,5,1,21695.98,1092.68,20603.3,1.89,18458,108,0.96,0.05
100005624,Existing Customer,46,F,5,Post-Graduate,Divorced,Less than $40K,Blue,27,5,1,2,9361.68,238.14,9123.54,2.38,18314,43,2.6,0.03
100005625,Attrited Customer,72,F,4,College,Divorced,$40K - $60K,Blue,43,5,1,0,31552.69,1267.97,30284.72,2.58,3407,53,0.73,0.04
100005626,Existing Customer,32,F,0,College,Divorced,Unknown,Blue,49,4,1,0,20962.94,1617.55,19345.39,0.41,10326,87,0.76,0.08
100005627,Existing Customer,62,F,4,Graduate,Single,$120K +,Blue,59,6,5,1,23973.8,1498.62,22475.18,1.78,6325,143,0.27,0.06
100005628,Existing Customer,48,M,0,Uneducated,Divorced,$60K - $80K,Blue,31,6,5,1,19929.87,2244.17,17685.7,2.96,5046,30,0.67,0.11
100005629,Existing Customer,36,F,2,High School,Married,Less than $40K,Blue,31,5,3,5,5257.98,2295.6,2962.38,2.31,11133,91,1.21,0.44
100005630,Existing Customer,35,M,5,Uneducated,Single,Less than $40K,Blue,14,3,4,4,29431.64,1555.35,27876.29,1.85,1009,134,1.67,0.05
100005631,Existing Customer,46,F,5,College,Married,$40K - $60K,Blue,25,3,6,4,7241.89,1605.65,5636.24,0.28,13589,128,2.69,0.22
100005632,Existing Customer,66,M,5,College,Married,$120K +,Blue,32,6,0,6,10926.23,324.55,10601.68,0.38,17396,80,1.96,0.03
100005633,Existing Customer,58,M,4,High School,Single,$60K - $80K,Gold,19,1,4,1,23763.63,983.34,22780.29,0.35,17816,65,1.47,0.04
100005634,Existing Customer,45,M,0,High School,Married,$60K - $80K,Blue,57,6,6,6,4173.2,825.32,3347.88,2.42,5357,111,2.81,0.2
100005635,Existing Customer,58,F,2,College,Single,$60K - $80K,Blue,35,2,5,2,32735.74,864.57,31871.17,1.72,6849,125,1.24,0.03
100005636,Existing Customer,65,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,58,1,5,5,5220.34,1818.46,3401.88,1.06,18989,104,0.5,0.35
100005637,Attrited Customer,60,M,2,Post-Graduate,Single,$40K - $60K,Blue,32,5,2,3,23683.3,1219.99,22463.31,2.65,17411,61,2.85,0.05
100005638,Existing Customer,59,F,3,High School,Single,Unknown,Gold,53,6,3,0,22594.15,1256.4,21337.75,2.47,3663,60,1.92,0.06
100005639,Existing Customer,61,F,4,Doctorate,Married,Unknown,Blue,43,5,4,0,24733.04,619.3,24113.74,2.38,6195,97,2.55,0.03
100005640,Existing Customer,52,F,4,Post-Graduate,Married,Unknown,Silver,28,3,3,0,15733.79,417.88,15315.91,2.37,911,126,0.38,0.03
100005641,Existing Customer,44,F,5,High School,Married,$40K - $60K,Blue,51,5,3,4,13997.7,1023.41,12974.29,0.74,19001,77,2.86,0.07
100005642,Existing Customer,68,F,4,Uneducated,Married,$120K +,Blue,15,6,6,1,34240.37,144.28,34096.09,2.65,16143,52,2.94,0.0
100005643,Existing Customer,30,F,4,Uneducated,Married,$80K - $120K,Blue,53,6,0,5,28783.39,398.78,28384.61,0.75,5189,37,0.23,0.01
100005644,Existing Customer,54,M,3,Uneducated,Married,$40K - $60K,Blue,34,6,2,5,17505.08,2046.37,15458.71,2.62,5826,11,1.83,0.12
100005645,Existing Customer,35,M,4,High School,Married,$60K - $80K,Blue,47,5,6,4,7197.1,1093.53,6103.57,2.7,1409,120,1.36,0.15
100005646,Existing Customer,65,F,0,High School,Married,Unknown,Blue,33,3,0,1,31278.82,2440.92,28837.9,2.19,16137,63,1.63,0.08
100005647,Existing Customer,38,F,2,Post-Graduate,Married,Unknown,Blue,36,2,5,6,23057.48,10.91,23046.57,2.18,1542,47,0.7,0.0
100005648,Existing Customer,54,M,3,Post-Graduate,Single,$120K +,Blue,15,5,0,2,5616.3,2301.44,3314.86,0.93,9553,53,2.35,0.41
100005649,Existing Customer,30,M,3,Post-Graduate,Married,$60K - $80K,Blue,21,4,3,4,7225.55,1631.1,5594.45,1.08,774,15,0.94,0.23
100005650,Existing Customer,37,M,5,Graduate,Married,$40K - $60K,Blue,35,2,3,1,19387.88,1557.82,17830.06,1.8,5491,135,1.96,0.08
100005651,Existing Customer,38,F,4,High School,Single,Unknown,Blue,46,2,0,2,18125.24,2100.94,16024.3,1.8,3738,90,0.52,0.12
100005652,Existing Customer,47,M,2,Doctorate,Divorced,$120K +,Blue,25,6,5,4,14915.59,1566.97,13348.62,1.15,13716,26,1.74,0.11
100005653,Existing Customer,65,M,0,Uneducated,Divorced,$60K - $80K,Blue,31,3,1,0,15513.72,87.14,15426.58,2.71,19097,100,1.4,0.01
100005654,Existing Customer,40,F,2,Uneducated,Single,Unknown,Blue,57,1,1,2,6854.88,2263.29,4591.59,0.57,16915,143,0.51,0.33
100005655,Existing Customer,38,F,1,Graduate,Divorced,$80K - $120K,Blue,25,6,0,4,9685.84,2182.93,7502.91,1.29,3585,13,0.32,0.23
100005656,Existing Customer,26,F,2,Graduate,Married,Less than $40K,Blue,50,6,3,6,17752.09,1299.85,16452.24,0.92,4437,77,2.59,0.07
100005657,Attrited Customer,63,M,0,Uneducated,Married,Less than $40K,Blue,20,5,3,1,3165.96,314.88,2851.08,2.8,9354,134,1.71,0.1
100005658,Attrited Customer,68,F,0,High School,Married,Unknown,Blue,45,5,2,0,12991.2,2053.67,10937.53,0.6,8518,60,2.09,0.16
100005659,Existing Customer,70,M,0,Uneducated,Divorced,$60K - $80K,Blue,31,1,3,6,8152.71,1324.42,6828.29,1.52,19532,97,2.11,0.16
100005660,Existing Customer,26,M,3,Uneducated,Single,Unknown,Platinum,14,5,5,1,6938.04,815.6,6122.44,0.32,10509,78,0.99,0.12
100005661,Existing Customer,36,F,3,Doctorate,Married,Less than $40K,Blue,23,4,6,6,5984.16,2483.27,3500.89,2.38,3922,140,2.24,0.41
100005662,Existing Customer,68,M,1,Graduate,Single,Unknown,Blue,59,1,4,3,5766.44,411.29,5355.15,2.05,8041,65,0.31,0.07
100005663,Existing Customer,65,F,2,Graduate,Single,Unknown,Blue,50,3,5,3,6454.92,411.47,6043.45,2.56,16170,149,0.41,0.06
100005664,Existing Customer,47,F,4,Post-Graduate,Married,$80K - $120K,Blue,23,1,4,4,13720.52,1499.25,12221.27,1.02,19894,68,0.63,0.11
100005665,Existing Customer,60,F,5,Graduate,Single,Unknown,Blue,53,2,3,2,4449.47,667.45,3782.02,1.75,16775,129,1.71,0.15
100005666,Existing Customer,69,F,1,Doctorate,Single,$80K - $120K,Blue,33,3,6,5,31499.41,1030.21,30469.2,2.88,8107,45,2.6,0.03
100005667,Existing Customer,31,M,4,Doctorate,Married,$60K - $80K,Blue,46,2,0,6,17929.15,601.35,17327.8,0.91,15790,75,1.49,0.03
100005668,Existing Customer,53,F,4,Uneducated,Single,$80K - $120K,Blue,51,3,5,2,18162.37,1956.55,16205.82,2.73,7980,102,2.19,0.11
100005669,Existing Customer,56,M,1,Doctorate,Divorced,Less than $40K,Blue,42,1,5,4,8177.14,686.61,7490.53,2.85,9362,130,1.11,0.08
100005670,Attrited Customer,33,M,2,Post-Graduate,Married,$60K - $80K,Blue,18,2,4,4,30483.28,2105.53,28377.75,1.26,17464,43,0.9,0.07
100005671,Existing Customer,30,F,5,Uneducated,Married,Unknown,Blue,20,3,3,5,29156.46,1839.83,27316.63,1.13,2561,52,2.48,0.06
100005672,Existing Customer,67,M,4,High School,Married,Less than $40K,Blue,48,5,6,0,2164.37,744.45,1419.92,0.99,11017,136,0.97,0.34
100005673,Existing Customer,69,F,3,High School,Married,$80K - $120K,Blue,33,2,3,1,25901.75,1997.57,23904.18,2.56,12066,109,1.37,0.08
100005674,Attrited Customer,42,F,3,Graduate,Married,$80K - $120K,Blue,20,4,4,5,7265.15,796.91,6468.24,2.11,17734,133,2.56,0.11
100005675,Existing Customer,63,F,1,Post-Graduate,Married,$120K +,Blue,27,3,3,1,19890.97,1016.51,18874.46,0.79,16989,16,1.88,0.05
100005676,Existing Customer,34,M,5,Doctorate,Married,$40K - $60K,Blue,32,6,0,6,30597.62,195.69,30401.93,2.59,4829,87,1.88,0.01
100005677,Existing Customer,35,F,5,College,Divorced,Unknown,Platinum,20,6,5,3,32757.79,1421.88,31335.91,0.74,627,116,0.46,0.04
100005678,Existing Customer,45,F,4,High School,Single,$40K - $60K,Blue,23,6,1,3,7271.38,2040.74,5230.64,1.57,12061,127,0.93,0.28
100005679,Existing Customer,39,M,1,Doctorate,Divorced,$60K - $80K,Blue,38,6,5,4,32945.58,1557.47,31388.11,0.52,18155,69,1.22,0.05
100005680,Existing Customer,39,F,5,High School,Single,Less than $40K,Blue,58,5,4,6,3365.81,1379.27,1986.54,2.02,1001,79,1.56,0.41
100005681,Existing Customer,51,F,5,High School,Married,$40K - $60K,Blue,20,5,4,6,31917.1,2244.83,29672.27,2.05,16688,110,1.88,0.07
100005682,Attrited Customer,54,F,3,High School,Divorced,$60K - $80K,Blue,38,6,6,2,27259.08,1103.27,26155.81,1.21,7288,117,0.33,0.04
100005683,Existing Customer,52,F,1,Graduate,Married,$80K - $120K,Blue,39,6,3,6,32070.04,2489.42,29580.62,0.49,17931,131,2.84,0.08
100005684,Existing Customer,50,F,4,Post-Graduate,Single,$40K - $60K,Blue,46,1,0,2,13448.97,1151.82,12297.15,1.73,10113,100,2.74,0.09
100005685,Existing Customer,41,F,4,High School,Divorced,Less than $40K,Blue,54,6,4,0,32986.5,1608.22,31378.28,2.78,4549,37,2.58,0.05
100005686,Existing Customer,61,M,3,Doctorate,Divorced,$120K +,Blue,49,6,3,3,28829.57,115.98,28713.59,2.41,9763,88,1.78,0.0
100005687,Attrited Customer,59,F,0,Doctorate,Single,$120K +,Blue,43,1,6,0,12162.97,1746.28,10416.69,1.81,11535,144,2.0,0.14
100005688,Existing Customer,41,F,0,Graduate,Single,$40K - $60K,Blue,52,6,3,1,12523.76,798.64,11725.12,0.41,7024,138,2.31,0.06
100005689,Existing Customer,58,F,5,Post-Graduate,Divorced,$120K +,Blue,14,6,5,4,13145.33,319.35,12825.98,2.04,5869,52,0.7,0.02
100005690,Existing Customer,28,F,2,Post-Graduate,Divorced,$60K - $80K,Blue,20,2,5,2,21018.75,370.37,20648.38,1.16,13911,29,2.88,0.02
100005691,Existing Customer,48,M,3,College,Divorced,Unknown,Blue,14,2,3,3,7184.58,1270.73,5913.85,2.27,12578,18,2.16,0.18
100005692,Existing Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,47,4,2,6,15739.0,1473.88,14265.12,0.31,3400,79,0.49,0.09
100005693,Existing Customer,43,M,5,High School,Married,$80K - $120K,Blue,24,5,2,3,3300.46,1758.22,1542.24,1.55,16299,125,1.74,0.53
100005694,Existing Customer,72,F,3,Graduate,Divorced,Less than $40K,Blue,60,3,6,5,13182.73,1115.28,12067.45,1.2,13493,124,0.84,0.08
100005695,Existing Customer,66,F,4,Post-Graduate,Single,$80K - $120K,Silver,45,4,0,4,23668.92,2161.87,21507.05,0.24,5673,30,0.88,0.09
100005696,Existing Customer,69,M,3,College,Divorced,$120K +,Blue,41,6,1,4,21041.96,171.34,20870.62,1.52,14964,113,2.2,0.01
100005697,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,27,4,2,5,11762.21,303.62,11458.59,0.63,9539,74,1.39,0.03
100005698,Attrited Customer,30,F,2,Post-Graduate,Divorced,$80K - $120K,Blue,44,4,0,6,9744.94,569.68,9175.26,0.26,2474,113,0.51,0.06
100005699,Existing Customer,49,F,3,Post-Graduate,Single,$120K +,Blue,46,6,3,6,12121.28,254.36,11866.92,1.92,5338,27,0.63,0.02
100005700,Existing Customer,54,F,2,High School,Single,$80K - $120K,Blue,27,3,3,3,3364.62,1889.77,1474.85,2.96,14623,53,0.45,0.56
100005701,Existing Customer,54,F,5,Uneducated,Divorced,$40K - $60K,Blue,49,6,1,3,9757.63,907.25,8850.38,2.1,5447,113,0.28,0.09
100005702,Existing Customer,51,F,3,Uneducated,Single,Less than $40K,Blue,51,4,4,6,25073.73,1510.64,23563.09,2.67,12914,18,2.56,0.06
100005703,Existing Customer,65,F,0,Graduate,Single,Unknown,Blue,16,1,2,2,7077.46,1912.26,5165.2,0.55,17393,18,0.36,0.27
100005704,Attrited Customer,28,M,2,College,Single,Unknown,Blue,19,1,6,2,5699.84,1368.03,4331.81,1.03,14121,128,1.59,0.24
100005705,Existing Customer,27,F,4,Doctorate,Single,$60K - $80K,Blue,44,1,2,4,29765.94,1333.63,28432.31,2.35,13633,85,0.29,0.04
100005706,Attrited Customer,50,F,4,Graduate,Single,$120K +,Silver,41,4,6,1,9042.78,1125.83,7916.95,0.7,19295,133,2.28,0.12
100005707,Existing Customer,44,F,3,College,Single,$60K - $80K,Blue,13,4,6,1,9537.54,1738.79,7798.75,1.87,1267,97,0.36,0.18
100005708,Existing Customer,65,M,4,Graduate,Single,Less than $40K,Blue,49,5,6,4,16743.32,1324.03,15419.29,1.52,14393,86,0.36,0.08
100005709,Attrited Customer,27,M,4,College,Single,Unknown,Blue,49,2,3,4,17045.01,1008.92,16036.09,1.89,9952,45,1.22,0.06
100005710,Existing Customer,44,M,2,Doctorate,Divorced,$80K - $120K,Blue,31,5,0,0,7330.88,1544.47,5786.41,2.91,8537,71,1.21,0.21
100005711,Attrited Customer,26,F,3,High School,Single,$80K - $120K,Blue,20,6,5,6,19908.75,2403.82,17504.93,2.34,7859,59,0.95,0.12
100005712,Existing Customer,52,M,2,College,Married,$60K - $80K,Blue,12,1,1,1,24655.2,2020.36,22634.84,2.97,16608,104,2.85,0.08
100005713,Attrited Customer,70,F,3,Doctorate,Divorced,$80K - $120K,Blue,13,2,1,3,17472.75,1117.74,16355.01,0.54,5530,117,1.11,0.06
100005714,Existing Customer,60,F,4,Graduate,Divorced,$80K - $120K,Blue,30,5,4,0,31444.78,1519.08,29925.7,1.5,6226,133,0.54,0.05
100005715,Existing Customer,66,F,3,Uneducated,Married,$80K - $120K,Blue,27,3,4,0,34714.14,978.38,33735.76,0.89,14295,62,2.89,0.03
100005716,Existing Customer,30,F,5,Post-Graduate,Single,$40K - $60K,Blue,52,3,6,5,18972.76,1300.6,17672.16,2.06,1816,148,1.95,0.07
100005717,Existing Customer,63,F,3,Doctorate,Married,$120K +,Blue,16,3,5,4,34071.65,1834.1,32237.55,0.24,13069,129,0.2,0.05
100005718,Existing Customer,29,F,1,Doctorate,Married,$120K +,Blue,43,1,0,2,22980.62,2094.78,20885.84,2.7,16969,49,1.14,0.09
100005719,Existing Customer,42,F,3,Doctorate,Married,Unknown,Gold,31,2,0,0,18979.4,153.04,18826.36,1.88,16417,16,2.72,0.01
100005720,Existing Customer,46,M,1,College,Divorced,Less than $40K,Blue,54,1,1,4,30580.83,411.79,30169.04,2.08,2355,137,1.79,0.01
100005721,Existing Customer,56,M,2,College,Single,$80K - $120K,Blue,25,3,3,0,33860.83,1450.92,32409.91,2.42,9156,60,1.09,0.04
100005722,Existing Customer,47,M,1,Uneducated,Divorced,$60K - $80K,Blue,24,4,0,5,34966.32,1758.81,33207.51,2.29,8435,129,0.66,0.05
100005723,Existing Customer,36,F,2,High School,Single,$80K - $120K,Blue,38,1,6,2,26811.99,1652.04,25159.95,2.12,18532,144,2.19,0.06
100005724,Existing Customer,59,M,3,Graduate,Married,Less than $40K,Blue,46,2,5,4,17500.21,623.83,16876.38,2.85,2045,30,1.76,0.04
100005725,Existing Customer,40,F,2,High School,Divorced,$80K - $120K,Blue,45,1,6,2,11065.24,1636.12,9429.12,0.86,8126,32,2.4,0.15
100005726,Existing Customer,35,M,4,College,Single,$40K - $60K,Blue,27,2,0,2,19971.34,1154.78,18816.56,0.47,16914,24,1.87,0.06
100005727,Existing Customer,63,M,5,College,Single,Less than $40K,Blue,39,6,4,3,27436.0,612.29,26823.71,1.97,12357,102,2.45,0.02
100005728,Existing Customer,57,F,3,Doctorate,Married,$120K +,Blue,54,4,4,2,1912.04,2211.64,-299.6,0.38,1222,38,0.93,1.16
100005729,Attrited Customer,56,M,1,Doctorate,Divorced,$120K +,Blue,46,5,5,2,10100.13,1325.02,8775.11,1.75,18409,25,0.72,0.13
100005730,Existing Customer,62,F,5,High School,Divorced,$40K - $60K,Blue,26,2,4,2,13056.52,2156.12,10900.4,2.16,14508,103,1.91,0.17
100005731,Existing Customer,69,M,0,Graduate,Divorced,$120K +,Blue,14,2,3,1,27518.22,1044.91,26473.31,2.09,5184,144,2.24,0.04
100005732,Existing Customer,53,M,5,College,Divorced,Unknown,Silver,38,3,1,3,21860.77,1582.32,20278.45,1.15,9607,139,2.92,0.07
100005733,Existing Customer,56,M,3,College,Divorced,$40K - $60K,Blue,38,3,3,1,15474.02,2042.4,13431.62,2.1,4658,45,1.94,0.13
100005734,Existing Customer,31,F,5,High School,Divorced,$120K +,Blue,15,4,4,2,32255.07,822.02,31433.05,1.14,10655,77,2.25,0.03
100005735,Existing Customer,39,F,5,Post-Graduate,Divorced,$120K +,Blue,32,6,2,1,19296.97,2143.93,17153.04,2.46,7060,108,1.24,0.11
100005736,Existing Customer,48,M,4,Doctorate,Married,Unknown,Blue,33,6,2,4,25613.01,878.78,24734.23,2.64,12390,61,2.16,0.03
100005737,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,16,1,1,5,23286.06,505.11,22780.95,2.06,13221,93,2.37,0.02
100005738,Existing Customer,50,F,5,College,Married,Less than $40K,Blue,52,5,4,5,30189.28,1850.3,28338.98,1.96,16800,15,1.26,0.06
100005739,Existing Customer,64,M,1,Graduate,Single,$120K +,Blue,50,5,5,5,28620.87,837.09,27783.78,1.01,8874,48,2.64,0.03
